2025-07-20 18:01:29,426 - INFO - SUCCESS_QUERY: {'timestamp': '2025-07-20T18:01:29.426721', 'question': 'afrika geceliği ne kadar', 'intent': 'product', 'response': 'afrika geceliği ne kadar için 2 ürün:\n\n1. Afrika Etnik Baskılı Dantelli "Africa Style" Gecelik\nFiyat...'}
2025-07-20 18:01:52,352 - INFO - SUCCESS_QUERY: {'timestamp': '2025-07-20T18:01:52.352507', 'question': 'afrika geceliği ne kadar', 'intent': 'product', 'response': 'Afrika Etnik Baskılı Dantelli "Africa Style" Gecelik\nFiyat: 565.44 TL'}
2025-07-20 18:02:57,379 - INFO - SUCCESS_QUERY: {'timestamp': '2025-07-20T18:02:57.379079', 'question': 'afrika geceliği ne kadar', 'intent': 'product', 'response': 'Afrika Etnik Baskılı Dantelli "Africa Style" Gecelik\nFiyat: 565.44 TL'}
2025-07-20 18:06:52,549 - INFO - SUCCESS_QUERY: {'timestamp': '2025-07-20T18:06:52.549184', 'question': 'afrika geceliği ne kadar', 'intent': 'product', 'response': 'Afrika Etnik Baskılı Dantelli "Africa Style" Gecelik\nFiyat: 565.44 TL'}
2025-07-20 18:08:03,191 - INFO - SUCCESS_QUERY: {'timestamp': '2025-07-20T18:08:03.191035', 'question': 'afrika geceliği', 'intent': 'product', 'response': 'Afrika Etnik Baskılı Dantelli "Africa Style" Gecelik -  bilgisi yok.'}
2025-07-20 18:11:03,961 - INFO - SUCCESS_QUERY: {'timestamp': '2025-07-20T18:11:03.961252', 'question': 'afrika geceliği', 'intent': 'product', 'response': 'Afrika Etnik Baskılı Dantelli "Africa Style" Gecelik -  bilgisi yok.'}
2025-07-20 18:11:04,677 - INFO - SUCCESS_QUERY: {'timestamp': '2025-07-20T18:11:04.677758', 'question': 'afrika geceliğin fiyatı', 'intent': 'product', 'response': 'Afrika Etnik Baskılı Dantelli "Africa Style" Gecelik\nFiyat: 565.44 TL'}
2025-07-20 18:11:05,395 - INFO - SUCCESS_QUERY: {'timestamp': '2025-07-20T18:11:05.395474', 'question': 'afrika gecelik ne kadar', 'intent': 'product', 'response': 'Afrika Etnik Baskılı Dantelli "Africa Style" Gecelik\nFiyat: 565.44 TL'}
2025-07-20 18:11:54,749 - INFO - SUCCESS_QUERY: {'timestamp': '2025-07-20T18:11:54.749151', 'question': 'afrika geceliği', 'intent': 'product', 'response': 'Afrika Etnik Baskılı Dantelli "Africa Style" Gecelik\nFiyat: 565.44 TL'}
2025-07-20 18:11:55,577 - INFO - SUCCESS_QUERY: {'timestamp': '2025-07-20T18:11:55.577158', 'question': 'afrika geceliğin fiyatı', 'intent': 'product', 'response': 'Afrika Etnik Baskılı Dantelli "Africa Style" Gecelik\nFiyat: 565.44 TL'}
2025-07-20 18:11:56,287 - INFO - SUCCESS_QUERY: {'timestamp': '2025-07-20T18:11:56.287024', 'question': 'afrika gecelik ne kadar', 'intent': 'product', 'response': 'Afrika Etnik Baskılı Dantelli "Africa Style" Gecelik\nFiyat: 565.44 TL'}
2025-07-20 18:16:46,783 - INFO - SUCCESS: {'timestamp': '2025-07-20T18:16:46.782986', 'question': 'afrika geceliği', 'intent': 'product', 'response': 'Afrika Etnik Baskılı Dantelli "Africa Style" Gecelik\nFiyat: 565.44 TL', 'success': True}
2025-07-20 18:16:47,592 - INFO - SUCCESS: {'timestamp': '2025-07-20T18:16:47.592374', 'question': 'afrika geceliğin fiyatı', 'intent': 'product', 'response': 'Afrika Etnik Baskılı Dantelli "Africa Style" Gecelik\nFiyat: 565.44 TL', 'success': True}
2025-07-20 18:16:48,249 - INFO - SUCCESS: {'timestamp': '2025-07-20T18:16:48.249887', 'question': 'afrika gecelik ne kadar', 'intent': 'product', 'response': 'Afrika Etnik Baskılı Dantelli "Africa Style" Gecelik\nFiyat: 565.44 TL', 'success': True}
2025-07-20 18:17:49,364 - INFO - SUCCESS: {'timestamp': '2025-07-20T18:17:49.364047', 'question': 'afrika gecelik ne kadar', 'intent': 'product', 'response': 'Afrika Etnik Baskılı Dantelli "Africa Style" Gecelik\nFiyat: 565.44 TL', 'success': True}
2025-07-20 18:28:12,016 - INFO - SUCCESS: {'timestamp': '2025-07-20T18:28:12.016523', 'question': 'afrika gecelik galiba', 'intent': 'product', 'response': 'Afrika Etnik Baskılı Dantelli "Africa Style" Gecelik\nFiyat: 565.44 TL', 'success': True}
2025-07-20 18:47:50,429 - INFO - SUCCESS: {'timestamp': '2025-07-20T18:47:50.429265', 'question': 'afrika gecelik', 'intent': 'product', 'response': 'Afrika Etnik Baskılı Dantelli "Africa Style" Gecelik\nFiyat: 565.44 TL', 'success': True}
2025-07-20 18:50:30,647 - INFO - SUCCESS: {'timestamp': '2025-07-20T18:50:30.647453', 'question': 'afirca style gecelik', 'intent': 'product', 'response': 'afirca style gecelik için 5 ürün:\n\n1. Afrika Etnik Baskılı Dantelli "Africa Style" Gecelik\nFiyat: 56...', 'success': True}
2025-07-20 18:50:45,296 - INFO - SUCCESS: {'timestamp': '2025-07-20T18:50:45.296658', 'question': 'Kolu Omzu ve Yakası Dantelli Önü Düğmeli Gecelik', 'intent': 'product', 'response': 'kolu omzu ve yakası dantelli önü düğmeli gecelik için 5 ürün:\n\n1. Kolu Omzu ve Yakası Dantelli Önü D...', 'success': True}
2025-07-20 19:02:26,284 - INFO - SUCCESS: {'timestamp': '2025-07-20T19:02:26.284064', 'question': 'asdk', 'intent': 'product', 'response': 'asdk için 5 ürün:\n\n1. Göğüs ve Sırt Dekolteli Dantelli Yırtmaçlı Askılı Gecelik\nFiyat: 1485.33 TL\nKo...', 'success': True}
2025-07-20 19:11:13,102 - INFO - SUCCESS: {'timestamp': '2025-07-20T19:11:13.102145', 'question': 'f', 'intent': 'product', 'response': 'f için 5 ürün:\n\n1. Çizgi Desenli Yırtmaçlı Önü Fermuarlı Elbise\nFiyat: 491.34 TL\nKod: 20Y20076\n\n2. F...', 'success': True}
